year,month,day,station_id
2023,5,28,KMVX
2023,9,31,KMXX
2022,9,19,KABR
2022,1,5,TMDW
2023,7,23,KMVX
2022,6,26,KDOX
2023,9,23,TBWI
2023,9,29,KUDX
2022,8,30,KMAF
2022,6,19,PAEC
2023,9,22,TSJU
2023,6,25,KINX
2023,5,1,KOHX
2023,4,14,KMKX
2022,1,5,KDYX
2022,11,14,KCXX
2023,10,19,KMRX
2023,8,6,KMLB
2022,11,14,KOTX
2023,8,6,KCBW
2023,2,20,KABX
2022,5,26,KOUN
2022,2,14,KJKL
2023,8,19,KLRX
2022,11,10,KMBX
2022,1,24,KPBZ
2023,4,31,TRDU
2023,2,18,KMHX
2022,11,14,KCRI
2022,2,15,KFCX
2023,10,24,TIDS
2022,10,17,TMCO
2022,12,12,RKJK
2022,8,27,KHDX
2023,11,15,KSOX
2023,2,25,KLZK
2023,3,25,KDTX
2023,5,18,KLIX
2022,3,18,KMXX
2023,12,28,KDLH
2023,2,5,KCBW
2023,11,3,TMDW
2022,11,2,TIAH
2022,11,21,THOU
2023,5,20,KMTX
2023,9,3,KSFX
2022,9,7,KRLX
2022,1,16,KUDX
2022,1,17,THOU
2023,12,19,KCBX
2022,6,14,KVAX
2022,11,22,KVNX
2023,12,4,TORD
2022,8,28,TATL
2023,6,28,TFLL
2023,6,20,TDTW
2023,2,1,KTLH
2022,11,28,TMDW
2022,6,6,KMBX
2023,12,15,KHPX
2022,3,26,TSTL
2023,5,19,KAPX
2022,8,31,KDTX
2023,7,16,KCXX
2022,7,17,THOU
2022,3,29,PAIH
2022,12,14,KGRR
2022,4,27,KEVX
2022,3,21,KDDC
2022,9,27,KDDC
2023,1,19,KBHX
2022,8,20,KPBZ
2022,2,1,KGLD
2023,11,30,KCRP
2023,1,6,TCMH
2022,8,2,PHWA
2023,2,29,KDTX
2022,12,16,TPBI
2023,1,31,KTBW
2023,9,20,KLBB
2022,9,17,TIDS
2022,1,10,KIWA
2023,12,14,TBNA
2022,12,28,TCMH
2022,2,17,TSTL
2023,1,23,KVBX
2022,11,2,KOAX
2023,10,21,KMOB
2023,6,13,PACG
2023,7,25,KIWX
2022,10,3,KDMX
2023,3,21,KHNX
2023,9,22,KFWS
2023,2,8,KPDT
2023,5,2,TDCA
2023,2,30,KMRX
2022,4,17,KDLH
2022,6,5,TCVG
2023,1,7,KAMX
2023,11,20,KGLD
2022,8,20,KMQT
2023,7,21,KGWX
2023,5,18,KEMX
2022,11,16,KPBZ
2022,3,29,TMKE
2023,3,7,KTFX
2023,10,21,TCLT
2023,12,22,KDTX
2022,5,16,KATX
2023,11,13,KPOE
2022,5,15,KARX
2023,1,18,KILN
2023,11,31,KBRO
2023,6,30,KTLH
2023,4,3,KMKX
2022,4,27,TCMH
2023,7,16,KRGX
2022,4,8,KBIS
2022,6,30,KBHX
2023,7,26,KLVX
2023,10,27,TPHX
2022,11,9,TMCI
2022,4,24,TJUA
2022,1,9,KSOX
2023,11,2,PAHG
2023,3,12,TDAL
2023,4,21,KBBX
2022,6,16,KDIX
2023,7,5,KILN
2023,1,5,KMKX
2023,11,30,TPHL
2022,10,9,KCCX
2023,7,5,KBIS
2022,5,30,PAHG
2023,12,20,KMQT
2022,6,24,KSFX
2023,4,29,KLCH
2023,11,24,TSLC
2023,8,27,KFSD
2023,7,7,TDEN
2022,8,24,TJBQ
2022,9,6,KMXX
2023,8,26,KEPZ
2023,2,20,RKJK
2023,11,2,KJKL
2023,6,9,TBOS
2023,5,14,KMQT
2023,3,12,KLOT
2022,10,18,RKJK
2022,6,15,KFDR
2022,8,23,KCRP
2023,4,23,KMHX
2023,9,19,KEOX
2022,5,19,KMOB
2023,9,11,KHNX
2023,11,1,RKSG
2022,8,18,KFSD
2023,4,2,PGUA
2023,7,9,KVTX
2022,7,25,KBRO
2023,10,1,KLWX
2022,6,9,KBRO
2022,4,29,TJUA
2022,9,11,KGLD
2023,11,7,KLZK
2022,3,2,TMCI
2022,12,7,KPBZ
2022,6,20,KILN
2023,2,2,TLVE
2022,8,20,KOKX
2023,5,2,TCMH
2023,6,17,KCXX
2023,11,17,TOKC
2023,9,31,KPOE
2022,1,25,KIND
2023,4,5,KCBW
2023,2,2,KFSX
2022,10,19,PACG
2022,9,11,PHKM
2023,12,2,KCXX
2023,10,25,KFDX
2022,8,9,KRTX
2022,6,15,KOAX
2022,7,6,KHGX
2023,7,22,KBUF
2023,7,8,LPLA
2022,5,13,KNKX
2023,7,8,KLCH
2022,8,3,KEVX
2022,7,11,KMXX
2023,9,15,KGRR
2023,9,14,KLSX
2022,7,25,KIWA
2022,2,25,TDEN
2023,7,13,KMAX
2023,1,17,TMIA
2022,9,23,TORD
2023,9,19,TFLL
2022,6,11,KEOX
2023,6,28,TDAY
2023,6,28,TORD
2023,7,19,KEYX
2022,4,17,KSRX
2023,12,2,KLTX
2022,2,17,KABR
2022,6,30,KMQT
2022,6,26,KGRK
2022,7,25,KGGW
2023,9,1,TJRV
2022,1,13,PAPD
2022,7,1,KEYX
2023,7,8,KFFC
2023,9,30,KMXX
2022,10,3,TJFK
2022,3,3,KOAX
2023,12,11,KINX
2022,6,23,KGYX
2022,9,18,KLIX
2022,9,3,KDGX
2023,5,16,KCRP
2022,9,24,KLWX
2023,9,18,KFSX
2022,8,20,TMIA
2023,8,8,KILN
2023,4,6,KLVX
2023,3,29,PAKC
2023,3,21,KJAX
2022,6,23,KMSX
2022,12,2,KDFX
2023,4,10,KDFX
2023,8,31,KTBW
2023,6,3,KUEX
2023,12,27,KMUX
2022,4,28,KPAH
2023,4,15,KMVX
2022,12,3,KEMX
2022,1,4,KENX
2023,9,19,TDFW
2022,11,14,KDMX
2022,3,28,TLVE
2022,11,21,KICX
2023,8,19,KMAF
2023,1,18,KMOB
2023,9,16,KOAX
2022,1,26,THOU
2022,12,11,KCRP
2023,10,15,KBLX
2022,1,19,KDTX
2022,8,20,KPBZ
2023,10,16,KMAF
2023,4,22,PAPD
2023,9,3,KLBB
2023,2,25,KFTG
2022,5,9,TCVG
2022,9,23,KSJT
2022,9,5,PACG
2023,10,27,KBLX
2023,3,17,KTBW
2022,11,15,KRAX
2023,11,12,KVWX
2022,12,31,PACG
2023,5,28,KDYX
2023,4,9,TMIA
2022,8,26,TPHL
2023,1,1,KVTX
2023,9,14,TMEM
2023,10,7,KSHV
2022,8,27,KBLX
2022,8,15,PAIH
2022,3,8,TDFW
2022,8,23,KCXX
2022,8,8,KPBZ
2023,3,20,KFWS
2022,2,23,KJGX
2023,11,1,KGWX
2022,5,1,TMEM
2022,4,23,KDAX
2022,12,1,KVWX
2023,9,7,TATL
2022,9,5,TICH
2023,6,4,KUEX
2023,12,31,TSTL
2023,8,28,TBNA
2023,1,13,KYUX
2023,3,29,KOKX
2023,4,16,PABC
2023,7,6,KGRR
2022,7,8,KBHX
2022,4,22,TIDS
2022,11,25,KPAH
2023,2,9,KSHV
2023,4,5,KEYX
2023,1,25,TMIA
2022,8,14,KYUX
2023,6,16,TMDW
2022,4,2,TDFW
2022,6,8,KJAX
2023,3,16,PAEC
2022,10,12,KDFX
2023,11,1,KVBX
2022,8,23,KSHV
2022,3,29,KGRB
2022,5,19,TIDS
2022,4,6,KMAX
2022,2,22,PHKI
2023,3,9,TIAD
2022,2,29,KLGX
2023,12,26,KABR
2022,7,17,TORD
2023,8,22,KOUN
2023,7,27,KLOT
2022,5,3,KILN
2022,2,1,TCMH
2022,10,21,KGRB
2022,5,29,KARX
2023,7,29,KMOB
2022,6,4,TMKE
2022,8,22,KMBX
2023,9,31,PHMO
2023,7,14,KBMX
2023,5,10,PABC
2022,12,31,KJKL
2023,7,1,RKSG
2022,2,23,KPAH
2023,6,28,KMLB
2022,1,24,KBHX
2022,3,11,TBNA
2022,12,15,TPIT
2022,5,20,KDVN
2022,12,2,KAPX
2023,6,4,KBOX
2023,1,17,PGUA
2023,11,6,KCBX
2022,4,7,TMCO
2023,1,28,TBOS
2023,2,10,KEWX
2023,3,18,TTPA
2023,4,28,TMCI
2022,6,25,KNKX
2022,11,9,TDFW
2023,5,1,KDOX
2022,12,8,KEAX
2023,8,13,TPHX
2023,1,28,KICX
2023,8,13,KMBX
2023,3,22,KHTX
2023,8,28,KHPX
2023,2,3,KUEX
2023,12,22,KLRX
2022,4,18,LPLA
2023,12,31,KPDT
2023,11,25,KJAX
2023,12,17,KPAH
2022,8,12,TADW
2022,1,12,TJFK
2023,6,15,KCBX
2023,3,20,KFWS
2022,6,29,PHWA
2022,4,18,KINX
2022,8,31,KEWX
2023,6,2,KHNX
2023,3,19,PAPD
2023,12,12,KAPX
2023,8,28,TPHX
2023,10,19,TTUL
2022,8,11,TDEN
2022,11,27,KMPX
2023,9,9,TPHL
2022,6,20,KTLH
2023,9,17,TICH
2023,6,12,KFDX
2022,10,1,KICX
2023,2,31,KEYX
2023,3,27,KFCX
2023,3,24,KLGX
2022,5,13,KBLX
2023,8,21,KLNX
2022,7,29,KEWX
2023,2,6,TIAH
2022,7,13,PGUA
2023,6,11,KAMX
2023,1,14,KBYX
2023,5,12,KILN
2023,8,19,KIWX
2022,1,29,KCBX
2022,2,2,KDMX
2023,12,3,RKSG
2023,1,30,RODN
2023,10,13,KUEX
2023,10,24,KGLD
2022,1,12,KMHX
2022,4,3,KUEX
2022,11,10,KOAX
2022,12,29,KBRO
2022,5,23,TMSY
2022,1,27,TMIA
2023,2,8,TIAH
2023,10,10,KCYS
2023,2,20,KBUF
2023,9,20,KCBW
2023,9,9,TCVG
2022,11,10,TFLL
2022,3,13,KRLX
2022,2,11,KMVX
2022,11,11,KMKX
2023,7,9,KIWA
2023,7,5,PACG
2022,2,5,KPBZ
2023,10,12,TSTL
2023,2,21,KOTX
2022,4,10,KFWS
2023,11,28,KBGM
2023,11,27,KLBB
2023,2,6,KSJT
2022,7,20,KGRK
2023,12,2,KCBX
2022,6,8,KNKX
2023,7,4,TADW
2023,3,13,KCAE
2023,12,4,PGUA
2023,2,28,TCMH
2023,8,30,KCLE
2023,2,12,TDAL
2022,7,22,KPOE
2022,6,19,KPUX
2022,5,15,KDGX
2023,3,26,KILN
2023,4,7,KGGW
2022,2,27,TMCI
2022,6,22,KSJT
2022,1,14,KGSP
2023,3,28,TCLT
2023,2,14,KFDX
2023,11,25,TJUA
2023,4,3,KCRP
2022,9,29,KCBX
2022,1,30,TIAD
2022,3,27,KSRX
2023,1,3,KHPX
2023,9,21,KRGX
2022,12,15,TDCA
2022,3,8,KDFX
2023,6,18,KFSX
2022,8,12,KCRI
2023,6,19,RKJK
2022,9,7,KVAX
2023,12,22,KJGX
2023,7,17,KCCX
2022,4,5,KNKX
2022,7,18,TJUA
2023,3,7,THOU
2023,4,21,KLNX
2022,8,12,KENX
2023,12,18,KUDX
2022,8,13,KLGX
2022,1,10,PHKI
2023,9,22,KDIX
2022,12,28,KDVN
2022,9,14,KDTX
2023,3,30,RKSG
2023,2,17,KHTX
2023,8,5,KOAX
2022,2,25,KRAX
2023,9,11,KOKX
2023,8,26,KRAX
2022,7,30,TPIT
2023,11,18,KTFX
2022,6,9,KMAX
2023,1,3,KSJT
2023,9,30,KTBW
2022,3,24,KTLH
2022,1,2,KTWX
2022,6,9,KVNX
2023,4,31,KIND
2023,8,31,PHKM
2023,6,10,TBOS
2023,11,10,KTFX
2022,12,28,KVBX
2022,12,8,KAMX
2022,10,1,KMUX
2022,10,24,KTFX
2023,3,18,TSTL
2023,8,13,KPAH
2022,1,28,KABR
2022,5,9,TLVE
2023,4,27,KLRX
2022,11,28,KSGF
2022,9,15,KMLB
2022,10,10,KJAX
2022,8,6,KBBX
2022,7,21,KVBX
2022,11,8,KEOX
2023,5,3,KVWX
2023,5,19,KLGX
2022,1,18,KRTX
2022,9,17,TTUL
2023,1,17,TBWI
2023,11,30,KCRP
2022,12,23,KFCX
2023,12,22,KOHX
2022,11,9,TRDU
2023,7,17,TCMH
2023,1,28,PAIH
2022,2,9,KLRX
2022,5,20,KHTX
2022,6,1,KNKX
2023,11,5,KPDT
2023,5,30,KEOX
2022,5,22,KRAX
2023,3,24,TMSY
2023,2,22,KTYX
2023,10,19,KYUX
2022,3,29,KOHX
2022,3,16,KFCX
2023,10,19,KGSP
2023,5,3,KMOB
2023,7,1,TRDU
2022,1,29,KJGX
2023,1,29,KBUF
2023,2,6,KMKX
2022,2,8,KGWX
2023,6,12,PAIH
2022,11,25,KSGF
2022,10,9,PAKC
2022,2,24,KSFX
2022,6,16,TPHL
2022,5,24,KARX
2022,12,10,KEWX
2023,5,7,KMTX
2022,12,20,KGGW
2022,1,10,KMKX
2023,5,6,KOKX
2022,5,21,KMXX
2022,12,27,KMKX
2022,2,10,TDAL
2023,7,2,KESX
2022,10,14,TOKC
2023,4,5,KBOX
2022,12,14,KPOE
2023,4,16,TMCO
2022,10,20,KLRX
2023,1,9,KHNX
2022,6,28,KTBW
2023,4,9,KIND
2022,10,12,KGRR
2022,10,19,KESX
2023,7,16,KSJT
2023,2,6,KHDX
2022,8,4,KBIS
2022,2,28,KABX
2023,2,8,KNKX
2023,11,10,KOUN
2023,1,13,KILX
2023,5,20,KDLH
2023,12,19,KMOB
2023,5,2,KOKX
2023,8,8,KGRB
2023,9,29,PABC
2022,12,11,KFWS
2022,7,31,KTFX
2022,4,11,KBRO
2023,4,15,TDAY
2022,10,28,KLGX
2022,9,28,KLIX
2022,9,10,KARX
2022,11,29,KCCX
2022,10,18,TBOS
2023,4,20,TMSY
2023,5,14,KMSX
2022,6,5,TTPA
2023,1,19,KABR
2023,9,20,KCBX
2023,9,29,KGRB
2022,3,24,KEPZ
2023,3,14,TFLL
2023,11,20,KGRR
2022,12,12,KCLE
2023,8,25,KNQA
2023,4,22,TMDW
2023,3,17,KHTX
2022,5,22,KCBX
2022,5,27,KMUX
2023,9,31,KLWX
2023,5,23,TMCO
2022,12,14,KMSX
2023,12,25,KUEX
2022,6,4,KCCX
2023,12,10,KBGM
2022,10,3,KLIX
2022,10,14,KIWX
2022,12,26,KLTX
2023,4,31,PHKI
2022,1,14,KEWX
2022,4,11,TBWI
2022,2,12,TIDS
2022,12,5,KLIX
2023,7,16,KHDX
2022,8,16,KIWA
2023,6,22,KDVN
2022,9,1,KBYX
2022,4,26,KABX
2023,3,6,KMSX
2022,12,30,KMPX
2022,2,4,KGRR
2022,8,30,KLGX
2023,7,18,KDTX
2023,4,5,PAHG
2022,9,13,KEYX
2022,6,19,KOHX
2023,11,10,KPDT
2023,7,22,TFLL
2022,4,8,PHMO
2023,9,20,TCMH
2022,4,31,PAPD
2023,12,15,PHKI
2023,5,19,KEPZ
2023,10,18,KRTX
2022,8,7,RKJK
2022,12,6,TSJU
2022,10,12,TJBQ
2023,10,22,KVNX
2022,11,28,KMQT
2022,3,31,KMLB
2023,12,3,KGLD
2023,8,19,KHNX
2023,2,30,KINX
2022,9,19,KDDC
2022,9,6,TMDW
2022,6,11,KMRX
2023,7,17,KVBX
2023,2,20,KEPZ
2022,3,22,KFCX
2022,8,28,PABC
2023,8,26,KDFX
2022,10,8,RKJK
2022,6,4,KDIX
2022,8,16,KABR
2023,9,29,TCMH
2023,9,22,KBHX
2023,12,27,TLAS
2022,11,27,KMPX
2023,4,9,KPUX
2022,7,1,KDIX
2023,1,30,RODN
2022,7,15,KTBW
2022,3,5,KLGX
2023,10,15,THOU
2023,3,16,RKJK
2023,6,22,KLIX
2023,8,6,KLRX
2023,1,20,KRAX
2023,1,31,TDCA
2022,2,20,KFFC
2022,4,12,PAKC
2022,7,8,KEWX
2023,11,15,KICT
2022,5,1,KAMA
2023,3,9,KMXX
2022,2,12,KHGX
2022,6,19,KILN
2023,6,28,KVNX
2022,9,12,KBYX
2023,1,24,PAPD
2022,5,18,KFCX
2022,5,23,KINX
2023,11,6,KEOX
2022,10,30,KDAX
2023,10,9,KMSX
2022,7,27,KARX
2022,8,16,KHTX
2023,4,24,KGRR
2023,7,15,TCLT
2023,12,31,KRAX
2022,12,29,KAKQ
2023,2,23,KDOX
2022,4,12,KMVX
2023,10,5,KPAH
2023,3,10,PAHG
2023,9,5,KLZK
2023,9,7,KCRI
2022,8,12,KSFX
2022,3,24,KPBZ
2023,10,5,KBHX
2023,2,31,KFSD
2023,3,24,KBIS
2022,6,23,KVNX
2023,3,13,TDAY
2022,9,6,TOKC
2022,7,21,KCYS
2023,8,1,KMSX
2023,5,18,KILN
2023,8,4,KBRO
2022,12,20,KGYX
2022,11,25,TBWI
2023,12,8,KFCX
2023,1,24,KMHX
2022,5,20,TBWI
2022,7,3,KFTG
2022,7,2,KBRO
2023,2,3,TPHL
2023,4,27,KFFC
2023,4,31,KOKX
2022,9,16,KTFX
2023,2,14,KHPX
2022,5,29,KMXX
2022,2,16,KMUX
2022,2,3,KBBX
2022,3,11,KCLX
2023,11,19,PAHG
2022,11,11,KCLX
2022,8,26,TCMH
2022,5,28,PHWA
2022,8,15,TICH
2023,5,21,TJRV
2022,11,24,KDDC
2022,10,21,KEVX
2022,11,9,RKJK
2022,6,16,KMTX
2022,7,24,TIAD
2023,3,28,KLOT
2023,8,12,PAIH
2023,10,23,KCCX
2022,5,1,KDDC
2022,9,11,KBBX
2023,9,2,KDGX
2022,5,5,KFDR
2023,3,22,KGYX
2022,5,9,KGSP
2022,1,28,KILX
2022,12,7,KDDC
2022,4,30,KEAX
2022,1,21,KUEX
2023,6,11,TTPA
2023,12,20,PHKI
2023,11,26,KBBX
2023,9,13,KSHV
2022,11,1,RODN
2023,11,22,KHGX
2022,9,8,KMTX
2022,8,28,TPBI
2023,6,29,KHPX
2022,5,28,TBNA
2023,8,14,KEPZ
2023,4,19,KBOX
2023,7,11,KSOX
2022,6,27,PAKC
2022,9,16,KLWX
2022,1,26,KEOX
2023,12,16,KOKX
2022,11,11,KVNX
2023,7,29,KSGF
2023,11,10,KAMX
2023,3,12,KLVX
2022,5,18,TSTL
2022,8,29,KOHX
2023,4,13,TJFK
2023,2,13,KFWS
2022,4,12,KBIS
2023,3,18,KCYS
2022,9,28,KBUF
2022,3,2,KLZK
2023,1,6,KVTX
2023,6,13,TDTW
2022,7,30,TIAH
2022,9,4,KGYX
2022,8,3,KMTX
2022,9,19,TJUA
2022,8,29,KIND
2022,7,20,TLAS
2023,1,5,TMKE
2022,6,11,KMOB
2022,6,19,KEMX
2023,9,21,KILN
2023,10,23,KMVX
2022,9,30,TSTL
2022,8,3,KYUX
2022,9,13,KMKX
2022,4,30,KILN
2022,6,12,KGLD
2023,11,13,KHGX
2023,1,29,PAPD
2022,9,19,KPAH
2023,12,29,KDIX
2022,3,5,KPUX
2022,5,29,TPIT
2023,2,9,PAIH
2023,8,10,KGSP
2022,4,13,KEYX
2023,3,9,TBNA
2022,6,23,RODN
2022,1,25,KMQT
2022,10,18,KHDX
2022,2,4,KSHV
2022,3,13,TSLC
2022,7,2,KDTX
2022,11,6,TSJU
2022,6,9,KFTG
2023,10,17,KDOX
2023,5,24,KAKQ
2022,11,9,KVBX
2022,4,29,KVNX
2023,10,31,KICX
2023,1,31,KTYX
2023,3,26,KTLH
2023,5,22,KGWX
2023,5,27,KIWX
2023,6,11,TBNA
2023,12,12,KTLX
2022,7,10,KRGX
2023,2,27,KDLH
2023,5,3,KSFX
2022,3,16,TLAS
2022,6,25,KPOE
2023,7,26,KFDX
2022,3,10,KABR
2022,3,13,KUEX
2023,4,17,KVNX
2023,6,2,TRDU
2022,3,2,KOAX
2023,12,1,KMXX
2023,10,8,KCBW
2023,7,12,TPBI
2022,5,20,TORD
2023,2,10,KUDX
2022,4,4,KUEX
2022,9,11,KRIW
2022,6,20,KLRX
2022,3,29,KBIS
2023,6,29,KIWX
2022,2,17,TMKE
2022,1,6,KRLX
2023,9,10,KRTX
2023,10,1,TATL
2022,7,24,KVBX
2023,3,12,TCVG
2022,7,6,KLZK
2022,4,3,TMSY
2022,9,17,TFLL
2022,8,18,RKSG
2023,3,11,TORD
2022,6,6,KHPX
2022,8,1,TSJU
2022,1,16,KIWA
2023,12,12,KEWX
2023,8,5,KMPX
2023,12,7,KRIW
2023,2,28,TMCO
2023,12,27,KUEX
2023,11,22,TMCI
2022,10,27,KLBB
2023,6,2,KHDX
2022,12,28,KABR
2023,1,3,KTLX
2022,3,6,KEOX
2022,10,23,KCBW
2023,3,11,KUDX
2022,3,28,KCBW
2022,8,24,KGGW
2023,4,1,KABR
2022,2,9,KCBX
2023,4,15,TTUL
2023,12,31,KARX
2022,5,1,KLTX
2023,2,13,KCBW
2022,9,26,KMHX
2023,7,25,TLAS
2022,7,19,KMAF
2022,5,9,KUEX
2023,3,30,KBIS
2023,8,25,KTLH
2022,4,21,PABC
2022,10,14,TJRV
2023,11,11,TICH
2022,7,12,TDTW
2022,1,18,KOUN
2022,10,1,TJUA
2022,6,10,KDOX
2022,11,1,KAMX
2023,10,8,KFDR
2023,6,26,KGWX
2022,2,1,PAHG
2022,8,24,KCRI
2022,9,1,TDFW
2023,2,30,KHGX
2022,1,5,TMSY
2023,8,21,KSGF
2022,1,6,TCLT
2023,11,30,TMIA
2022,3,22,KDVN
2023,1,13,KOKX
2022,1,22,KFDX
2022,10,9,KCLE
2022,8,17,THOU
2022,7,11,TMSY
2022,5,31,KDVN
2022,10,18,KOTX
2023,10,30,KTFX
2022,6,14,TICH
2022,6,21,TLAS
2023,6,30,KOTX
2022,4,28,KBRO
2023,5,13,KLSX
2023,5,15,KDTX
2022,5,16,KHTX
2023,2,21,KDDC
2022,10,22,KABX
2022,2,8,PGUA
2022,3,7,LPLA
2023,9,3,KESX
2022,11,9,KBUF
2023,6,5,KAPX
2023,4,16,KPDT
2023,5,13,TDFW
2022,12,1,TEWR
2022,1,14,KGJX
2022,5,26,PABC
2023,5,31,KHDX
2022,9,23,KLGX
2022,8,14,KIWA
2023,7,30,KRTX
2022,10,27,TDTW
2023,2,16,KTFX
2022,2,8,KFSD
2022,11,19,KLOT
2023,10,1,KINX
2022,5,23,TMCI
2022,11,8,KGRR
2022,10,13,KDMX
2022,6,25,KPOE
2023,12,15,KEMX
2022,2,16,TSTL
2022,5,17,KAPX
2023,8,1,KPUX
2023,8,28,KEOX
2022,9,3,KRIW
2022,7,10,KDDC
2022,7,13,TIAH
2022,12,3,TIAD
2022,8,16,KABX
2023,8,10,KBMX
2022,3,17,KSGF
2022,12,26,KMBX
2023,2,25,KFSD
2023,11,11,KILX
2022,1,9,KCXX
2022,6,29,KDLH
2023,10,15,KLGX
2023,11,1,PHKI
2022,6,21,KABR
2023,2,10,KLSX
2022,4,20,TPHL
2022,3,27,TMIA
2022,11,29,PAHG
2023,12,13,TMEM
2023,7,13,KSFX
2023,5,26,TICH
2022,11,20,TADW
2023,9,21,KEOX
2023,4,17,TJUA
2022,7,26,KVTX
2023,9,30,KLTX
2022,5,2,TBWI
2023,1,13,KLGX
2022,5,10,TMIA
2022,11,4,KFTG
2022,7,11,KCAE
2023,3,29,KCCX
2023,4,27,KESX
2023,4,26,KLNX
2022,7,5,LPLA
2023,12,19,KCBW
2022,5,21,KBLX
2023,6,13,KGGW
2022,7,5,TLAS
2023,7,28,KARX
2022,2,14,KOKX
2023,9,23,KDTX
2022,12,2,KMQT
2022,10,25,KCLE
2022,3,15,KSJT
2023,4,6,KBBX
2023,2,13,KMXX
2022,2,11,TDEN
2022,10,11,KIWX
2022,11,6,TTPA
2022,2,16,KGGW
2023,12,14,KLZK
2022,3,20,KLTX
2023,2,25,KMKX
2022,10,18,KRLX
2023,2,13,KTYX
2022,7,11,PHWA
2022,6,19,TATL
2023,2,4,KFFC
2023,6,31,KBHX
2022,12,2,KGGW
2023,5,3,KRGX
2023,1,17,KMKX
2023,7,27,TEWR
2022,8,16,KPOE
