year,month,day,station_id
2023,11,20,PHWA
2022,8,19,KRAX
2023,9,19,KCBW
2023,2,27,KLNX
2022,6,8,KRGX
2023,8,2,KMPX
2022,3,28,KTLH
2023,1,22,KFSX
2022,2,18,TMDW
2022,5,28,KGRK
2022,9,30,TMIA
2023,9,22,KHDX
2023,9,14,KARX
2022,4,6,KGJX
2023,12,23,KMHX
2023,4,17,TSDF
2022,8,11,PAIH
2023,2,4,KMVX
2023,12,12,KOTX
2022,8,25,KNQA
2023,4,26,KLBB
2023,3,5,KSOX
2023,3,4,KTLX
2023,9,10,KOHX
2022,12,31,KPAH
2023,7,18,KTLX
2023,10,15,KBLX
2022,4,21,KLWX
2023,1,29,TICH
2023,3,8,KLNX
2022,9,9,TDAY
2023,11,6,TMIA
2022,4,20,KLBB
2023,1,30,KMHX
2022,8,19,KCAE
2022,8,4,KEYX
2022,4,6,KVWX
2022,2,29,KLGX
2023,3,4,TCMH
2022,3,14,PHKM
2023,12,8,PAHG
2023,12,6,RKSG
2023,12,2,PAIH
2022,11,11,PHKM
2023,11,14,KJAX
2022,6,10,KUDX
2023,3,18,KDGX
2023,7,4,TORD
2022,11,9,KMQT
2022,3,3,KPAH
2022,3,26,KCRP
2022,8,25,PHKI
2022,2,16,RKSG
2022,4,19,KDIX
2022,7,16,TCLT
2022,2,26,KJKL
2022,12,25,TEWR
2022,4,8,KEVX
2023,4,31,KVNX
2022,2,31,KILX
2022,6,9,TIDS
2023,4,12,TMDW
2022,4,31,KGRR
2023,7,19,KSOX
2022,10,12,TJFK
2023,3,5,KMBX
2022,2,15,KMAF
2022,2,23,KBYX
2022,10,25,KFSD
2023,2,2,TDTW
2022,1,4,KMVX
2023,8,1,KOAX
2022,9,20,KMLB
2022,4,29,KMBX
2023,2,8,KMHX
2022,5,20,KCRP
2023,10,16,TSTL
2023,10,3,TRDU
2023,8,5,TSTL
2023,5,27,PAHG
2023,2,14,KATX
2022,7,12,KPOE
2022,1,8,KUDX
2022,1,15,TFLL
2023,8,21,KGLD
2023,12,17,KESX
2023,9,6,KOUN
2023,1,23,KEYX
2023,10,14,KLIX
2023,8,21,LPLA
2023,8,25,TATL
2022,11,2,KMXX
2022,1,2,TMEM
2023,8,12,KFSX
2023,2,6,TSJU
2022,7,11,RODN
2023,12,22,KMSX
2023,10,8,KABX
2023,11,3,KUDX
2022,9,17,TJFK
2022,1,21,TCVG
2022,5,30,KAMX
2023,2,15,KABX
2023,3,17,KDGX
2023,5,15,KICT
2023,8,18,KFCX
2022,5,8,KDIX
2023,10,15,TJUA
2023,11,22,TIDS
2022,8,27,TSDF
2023,12,25,KFCX
2022,11,23,KVTX
2023,1,2,KBUF
2022,7,10,TCMH
2022,9,18,TRDU
2022,2,14,KCYS
2023,12,8,KCLX
2022,12,10,KMUX
2022,1,10,KHTX
2022,4,21,RKSG
2023,4,25,TDFW
2022,8,10,PHMO
2022,6,23,TMIA
2022,1,31,KESX
2022,11,25,TPIT
2023,4,31,KRTX
2023,12,17,TLVE
2022,8,21,KBIS
2022,10,10,KGJX
2023,6,21,TTUL
2022,8,10,TJFK
2023,2,17,RKSG
2023,2,5,KPBZ
2022,9,24,KLVX
2022,3,10,KAMX
2022,12,21,KEWX
2023,6,7,KTFX
2022,4,3,PHKI
2022,7,6,KFDX
2022,2,2,KCXX
2023,5,2,KMAF
2022,5,27,KBHX
2022,6,19,TDCA
2023,6,1,TTPA
2022,7,23,KIWA
2023,1,24,KCLX
2023,10,20,TIAD
2022,12,31,KFTG
2022,10,3,KBUF
2022,6,14,THOU
2023,6,1,RODN
2022,1,21,KPAH
2023,11,27,KHTX
2022,9,4,TPHX
2023,10,16,KCXX
2023,12,5,KOUN
2022,7,24,TLVE
2022,6,12,TSLC
2023,8,14,KPBZ
2023,4,5,KBYX
2023,5,27,RODN
2022,10,21,KPUX
2022,5,12,PAIH
2022,3,20,TRDU
2022,10,1,KOKX
2022,3,8,KLTX
2022,11,11,TDCA
2023,12,13,KDAX
2022,5,22,KMQT
2022,9,23,TPIT
2022,9,21,KLOT
2022,4,1,KLBB
2022,3,12,KBOX
2023,10,28,KGWX
2022,9,19,KFSX
2023,9,8,KMQT
2023,2,22,KEMX
2022,12,7,TIDS
2022,7,13,KDYX
2023,2,3,TOKC
2023,9,6,KLBB
2022,8,8,KVAX
2023,9,19,KGRR
2022,6,24,KAPX
2022,7,1,KLWX
2023,6,23,KCRP
2023,4,27,KDIX
2023,8,31,KLRX
2023,2,20,KRGX
2022,6,1,KDLH
2022,2,28,KHGX
2023,7,26,KBHX
2023,1,24,KTLH
2022,3,15,PACG
2022,5,4,KPDT
2023,11,11,KGSP
2022,6,23,KEVX
2022,6,19,KDDC
2022,7,9,KFCX
2023,8,3,KPBZ
2023,12,22,KIND
2023,1,12,KJAX
2022,3,2,TDEN
2023,6,29,KRAX
2022,9,27,KBHX
2022,4,26,KCLX
2022,12,22,KRTX
2023,5,6,KLWX
2022,7,24,KAKQ
2023,10,25,KFWS
2023,1,17,KMOB
2023,10,24,KCYS
2022,5,28,KIND
2022,3,30,KIWX
2023,5,23,TBNA
2022,6,29,KNQA
2022,12,10,KHGX
2023,8,16,KBYX
2023,6,4,TPIT
2022,4,1,PACG
2022,8,24,TIDS
2022,2,28,RKJK
2022,1,11,TSLC
2022,2,2,KLTX
2023,9,28,KCBX
2022,8,14,KAPX
2022,2,30,TBWI
2023,4,25,TEWR
2023,12,11,KENX
2022,7,12,KDFX
2022,6,24,PHKM
2023,6,5,TSTL
2023,10,29,KLGX
2023,9,23,KLBB
2023,6,26,PAPD
2022,7,25,KLRX
2023,4,7,TTUL
2022,2,24,KCRP
2022,3,31,TIAD
2022,7,28,KLGX
2022,12,15,KFDX
2023,3,24,TMKE
2022,2,11,KTWX
2022,4,6,KBLX
2023,2,25,KYUX
2023,8,15,KBOX
2022,3,11,KBLX
2023,10,7,KIWA
2022,2,3,KLNX
2023,1,24,KBUF
2023,1,16,TMSP
2022,2,12,KLGX
2023,11,11,TEWR
2023,4,28,KRIW
2023,12,2,KSRX
2023,5,17,KCRP
2022,1,1,KSHV
2023,3,20,TMIA
2023,6,31,KOUN
2023,10,1,KBRO
2022,8,24,TMEM
2022,11,30,RKJK
2023,12,22,KDGX
2022,9,31,PHKM
2023,2,14,TIAD
2023,8,19,KLWX
2022,10,1,TATL
2022,9,25,KMLB
2022,6,24,KSHV
2023,4,4,KMHX
2023,7,24,PAHG
2023,2,17,PAHG
2023,7,10,KSRX
2022,7,4,KHDX
2023,6,21,KLIX
2022,3,2,TLVE
2023,2,16,PAPD
2023,4,21,KLCH
2023,4,1,KUDX
2023,3,10,KILN
2023,5,8,KAPX
2023,3,27,KMHX
2022,12,14,KMRX
2022,7,1,TJUA
2022,8,15,KGLD
2022,3,31,TORD
2023,3,8,TDCA
2022,4,28,TCVG
2023,1,1,KHPX
2023,3,16,PHKM
2023,8,6,KMBX
2023,11,11,KTLH
2023,5,6,KOUN
2022,2,6,TJUA
2023,2,5,KTLX
2022,6,31,KMXX
2022,11,2,KLVX
2023,3,3,KBHX
2022,7,25,KDTX
2022,4,24,TBWI
2022,6,22,KCRP
2023,9,12,KEAX
2022,8,1,KCYS
2023,7,3,TICH
2023,7,8,TICH
2022,6,15,PHKI
2023,11,18,RODN
2023,3,8,TMEM
2023,7,9,KBOX
2022,11,8,KPOE
2023,12,17,KBBX
2023,3,27,KVNX
2022,12,26,KOAX
2023,10,4,KLIX
2022,1,3,KTLX
2023,10,15,TCLT
2023,3,2,TATL
2022,5,1,KDOX
2022,9,21,KDLH
2022,12,9,THOU
2022,10,4,TJUA
2023,4,24,KTFX
2022,9,30,KMAX
2023,12,11,KDTX
2023,6,26,KGJX
2022,7,14,KOHX
2023,6,31,KAMX
2023,3,7,KDIX
2022,8,31,TMSP
2022,6,1,KSJT
2023,1,17,TBWI
2022,11,19,KRTX
2023,10,10,KDAX
2023,7,11,TSJU
2023,1,27,KRIW
2023,12,22,TEWR
2023,3,14,KMPX
2023,1,3,KLNX
2022,1,29,KCAE
2023,3,16,KJAX
2023,7,9,TPHX
2023,1,16,TJBQ
2023,4,23,TMIA
2023,8,12,KHDX
2023,3,13,KOHX
2022,10,2,KAMA
2023,3,29,TJBQ
2022,3,1,KCLX
2022,4,29,KBLX
2023,12,21,KCLE
2022,12,31,KVBX
2022,10,2,PGUA
2022,5,26,KLNX
2022,12,8,KMUX
2023,10,20,KGGW
2022,9,29,TTUL
2023,5,21,TIDS
2022,10,7,KCLX
2023,8,15,TIDS
2022,1,4,KIWX
2022,8,8,PACG
2022,1,19,KOKX
2022,3,30,KRIW
2023,8,13,KGLD
2022,1,11,KCBW
2022,8,19,KARX
2023,6,29,KGWX
2023,2,11,KLIX
2023,4,22,KFDX
2022,1,3,TJRV
2022,3,24,KBUF
2023,5,22,KRTX
2023,9,18,KCRP
2023,11,16,KGWX
2023,11,30,TRDU
2022,5,26,KAKQ
2022,10,5,KFSD
2022,2,15,PAEC
2022,12,28,PAKC
2022,5,8,KIWA
2022,8,15,KDTX
2022,5,12,KMAX
2022,6,6,KICX
2023,12,18,KHGX
2022,8,1,TPHL
2023,3,21,TOKC
2022,7,22,KEYX
2023,1,1,KAMX
2023,1,23,KILX
2023,11,2,KVBX
2023,2,18,KILX
2023,2,7,TSDF
2023,2,20,KCYS
2022,9,7,KAPX
2022,4,23,KVAX
2023,11,18,KPAH
2023,3,13,TMEM
2022,6,30,KIWX
2022,7,19,TSLC
2022,8,3,TMSP
2023,2,3,KCYS
2022,9,14,KMAF
2023,5,30,KTLH
2022,1,12,TICH
2023,1,30,KFTG
2022,8,30,KLBB
2022,3,28,KLZK
2023,5,26,KUEX
2022,8,30,TADW
2022,1,31,KEPZ
2022,4,12,KFSD
2022,10,8,KBBX
2022,7,21,KEWX
2022,9,24,KDYX
2023,12,30,TBNA
2023,10,11,KRAX
2022,8,10,KBRO
2023,10,24,PHKI
2023,3,5,PHMO
2022,12,31,KMOB
2022,7,21,KFWS
2022,11,16,KSFX
2023,11,26,KEOX
2022,3,16,KMKX
2022,5,25,KPUX
2022,4,23,PAPD
2023,12,18,KRLX
2023,2,22,KLZK
2022,3,2,KEMX
2023,7,29,KIWA
2023,8,10,KBYX
2023,4,27,KDGX
2023,3,15,TMIA
2022,9,9,TDCA
2022,7,3,KENX
2022,2,30,KOTX
2023,10,26,KMSX
2023,3,17,KBUF
2023,10,8,KINX
2023,9,26,KICX
2022,4,13,PHKI
2023,11,6,KPBZ
2023,10,22,KVBX
2022,6,11,KCLX
2022,1,3,KAPX
2022,4,22,KYUX
2022,6,4,KCAE
2022,12,4,KOAX
2022,8,16,KABX
2023,7,7,KVTX
2023,2,20,KINX
2022,11,13,KGYX
2022,2,30,KPDT
2023,2,12,KABX
2023,11,7,TPBI
2023,1,26,KCBX
2023,6,20,KTWX
2023,11,30,KLTX
2023,9,27,KPBZ
2022,7,3,KPOE
2023,11,16,KGYX
2022,8,17,KFCX
2022,6,25,KARX
2023,1,17,KMPX
2023,12,31,TDAL
2022,9,8,KTFX
2023,11,21,KDGX
2023,9,5,KMUX
2022,11,28,KMLB
2023,5,8,KTWX
2023,8,3,KVTX
2023,2,27,TMSP
2022,9,25,KVAX
2022,2,23,KBUF
2022,5,28,KBBX
2023,12,6,TDAY
2022,11,3,TADW
2022,11,7,TFLL
2022,12,8,KCYS
2022,3,24,KICX
2022,6,23,KAKQ
2023,2,25,KPOE
2022,9,13,KGGW
2022,10,22,KLOT
2022,5,21,KMAF
2022,2,23,KCLE
2022,2,21,TSJU
2022,5,23,KIWA
2023,4,26,KDTX
2022,2,22,TJUA
2023,2,11,KBGM
2022,6,19,KLSX
2023,6,21,TOKC
2022,1,20,KVTX
2022,2,27,KFDR
2022,12,27,KMRX
2022,7,6,TDAY
2023,5,24,KOHX
2022,5,30,TJBQ
2022,8,31,KBUF
2022,7,22,KBHX
2023,4,2,KFDR
2023,10,11,KRTX
2023,11,19,KPOE
2023,7,19,TJFK
2023,4,4,KGLD
2022,2,4,KJAX
2022,11,2,KMHX
2022,9,16,KRLX
2022,8,30,KDTX
2022,6,31,KGSP
2022,6,18,KRIW
2022,5,24,KNKX
2023,10,15,TSTL
2023,7,1,TMCO
2023,4,22,KCRI
2022,11,29,KTLH
2022,5,2,KMXX
2023,7,16,KLRX
2023,2,5,KGRK
2022,3,17,KIWA
2022,5,2,KHGX
2022,10,25,KOAX
2022,5,24,KFFC
2022,6,24,KICX
2023,6,26,TOKC
2023,12,17,KCCX
2023,7,19,KLGX
2022,10,10,KLCH
2023,4,12,KCBX
2023,6,2,KMSX
2022,11,20,KFDR
2023,12,5,KEWX
2022,6,30,TJFK
2023,3,17,TMSY
2022,10,14,TCLT
2023,4,27,KMQT
2023,2,27,TCMH
2023,1,16,KAPX
2023,12,18,TJRV
2022,3,2,KGGW
2022,9,5,KRIW
2023,11,30,KFDR
2023,4,24,KABX
2022,6,14,KUDX
2022,9,4,KJAX
2023,9,18,TMEM
2023,12,2,KLTX
2023,7,16,TFLL
2022,7,27,KOKX
2023,8,31,KTLH
2022,2,8,KMSX
2023,4,18,KLRX
2022,1,26,PHWA
2022,1,17,TOKC
2022,12,14,KAMA
2022,10,5,TMSY
2023,3,23,KAMA
2022,1,23,TBNA
2022,6,13,KMHX
2022,7,4,PHKI
2022,7,12,KABX
2023,4,4,KVWX
2023,4,12,TATL
2022,10,20,PGUA
2023,5,22,KFTG
2022,12,30,TDFW
2022,8,20,KICX
2022,9,30,KDVN
2022,11,6,KMLB
2023,7,1,KBHX
2022,1,10,KMTX
2023,5,21,KRTX
2022,6,30,TEWR
2022,10,21,TDAY
2022,1,19,KSFX
2023,11,6,KDMX
2023,3,15,KTFX
2023,2,14,KTFX
2023,1,11,KMSX
2023,11,1,KGRK
2023,10,14,TMCO
2022,5,9,TDTW
2022,9,9,KYUX
2023,1,27,TMDW
2023,5,19,KRAX
2023,7,12,KOAX
2022,4,15,KTFX
2022,5,2,KLZK
2022,5,2,KJKL
2023,12,24,KGLD
2023,12,10,TMCO
2022,1,27,KSHV
2022,2,6,KEYX
2023,9,23,TRDU
2022,4,20,TPHX
2022,10,20,KLTX
2022,9,1,KVBX
2023,5,6,TDTW
2023,5,31,RKSG
2023,5,16,KDOX
2022,5,12,TPIT
2023,5,22,KEMX
2022,9,16,TDEN
2023,4,14,KMSX
2023,7,6,KTWX
2023,1,18,KCRI
2023,7,28,TPBI
2023,4,26,KVWX
2022,12,31,TATL
2023,10,9,TLVE
2022,11,30,KEMX
2023,3,22,KJGX
2023,8,13,KARX
2023,2,15,TSLC
2023,11,30,PHKI
2023,8,7,KFFC
2022,6,25,KGSP
2022,9,14,KTBW
2022,12,15,KTLX
2022,9,27,RKJK
2023,11,28,KHDX
2023,7,14,KMQT
2022,1,25,TIAD
2023,1,14,KTLH
2022,12,8,KNQA
2023,9,19,KOTX
2023,6,25,TICH
2022,10,29,KPAH
2023,9,14,KCBX
2022,1,15,LPLA
2022,2,4,THOU
2022,9,10,KMSX
2023,12,25,TORD
2023,11,27,KAMA
2022,11,22,KYUX
2023,4,10,KJAX
2022,10,15,KHPX
2022,1,3,KUEX
2022,5,9,KLCH
2022,5,5,TPIT
2022,11,9,KICX
2023,10,12,KOHX
2023,10,14,KTLX
2023,4,17,KRTX
2022,7,1,KBLX
2022,5,17,TDCA
2023,9,6,TMDW
2022,8,26,KFFC
2023,10,10,RKJK
2022,2,16,KHPX
2023,12,18,PGUA
2023,11,28,KGJX
2022,1,13,KGGW
2022,5,18,KUDX
2023,5,14,KAMA
2023,7,14,KJKL
2022,6,11,KLVX
2022,3,5,TLAS
2022,6,29,KSRX
2022,3,25,KCBW
2023,1,16,TRDU
2022,5,10,KGRB
2023,2,31,TJUA
2023,3,11,TLAS
2022,6,6,TORD
2022,4,27,KTYX
2023,4,27,PAHG
2023,3,31,PAIH
2023,3,16,KOUN
2022,7,26,KGWX
2022,5,23,KPDT
2023,4,7,TJUA
2022,11,19,TPIT
2022,6,1,KLRX
2023,2,20,KCLX
2022,12,24,KLRX
2023,11,13,KSJT
2023,11,10,KCXX
2023,5,13,KSRX
2022,11,17,KMAF
2022,7,5,KDDC
2022,3,1,KBBX
2023,4,14,TOKC
2023,6,20,KDTX
2023,8,13,KGRK
2022,4,24,TRDU
2022,10,18,KMTX
2023,10,7,TJBQ
2022,8,31,TIAH
2022,10,15,KJAX
2023,6,10,KLBB
2022,10,23,KFSD
2022,11,14,KJGX
2022,7,14,KLZK
2023,6,13,KHGX
2023,6,22,KSRX
2022,5,5,KLSX
2023,4,30,TBNA
2022,7,19,KILX
2023,6,11,KINX
2023,9,29,KEWX
2023,6,13,TLVE
2023,12,27,TPHL
2023,10,26,KDIX
2022,12,12,TTPA
2023,9,28,KBIS
2023,4,23,KDGX
2023,5,22,KIWX
2023,9,16,TSTL
2023,9,11,TTUL
2023,4,26,KDDC
2022,9,20,KMAX
2023,11,3,KJGX
2023,11,10,KLVX
2023,6,3,PABC
2022,9,2,TJFK
2022,6,22,KABR
2022,12,20,TMDW
2022,2,5,KICT
2022,11,27,KCLX
2022,11,29,KCYS
2022,5,25,KTBW
2022,8,23,PAKC
2023,1,28,KUDX
2023,1,7,KILX
2022,2,14,KICX
2022,3,14,KVAX
2023,12,5,KNQA
2023,6,1,KCLX
2023,12,23,TBWI
2022,9,12,KLGX
2023,12,14,TSDF
2023,7,16,TDCA
2023,2,10,KMRX
2022,1,11,KPOE
2022,11,9,KCYS
2022,10,14,KMTX
2022,4,11,KMPX
2022,12,9,TRDU
2022,7,26,KPAH
2022,7,22,TMSP
2023,4,15,KDIX
2022,7,14,KCXX
2022,11,30,KCYS
2023,4,16,TSJU
2022,7,29,KARX
2023,3,27,TADW
2022,2,30,KMUX
2022,12,12,TDCA
2023,9,1,KDLH
2022,8,27,KLGX
2022,2,27,PAPD
2023,7,6,KBHX
2022,2,22,KFSD
2023,12,20,PABC
2023,2,19,KHDX
2023,7,14,KGLD
2022,12,11,TPIT
2022,12,20,PHWA
2022,11,18,TSDF
2022,1,18,KBHX
2023,2,3,KOHX
2022,10,7,KCBX
2023,7,26,KYUX
2023,2,29,KOTX
2022,2,4,KFSX
2023,5,14,KOHX
2023,1,9,KLZK
2022,6,14,TDTW
2023,8,24,TDCA
2022,2,27,KLZK
2023,8,1,KFWS
2023,6,5,RKJK
2022,8,8,KRLX
2023,3,13,KARX
2022,7,17,KSHV
2023,2,30,KMUX
2023,6,2,KTLX
2023,10,4,KMQT
2023,7,31,KILN
2023,8,23,KDAX
2022,5,7,KDIX
2023,2,3,KGRK
2023,3,4,KILN
2023,6,27,KDAX
2023,10,19,KBRO
2022,5,8,KABR
2023,12,6,KFSX
2022,10,22,KMSX
2023,3,16,KJAX
2022,10,27,TORD
2022,4,3,KBGM
2023,6,12,KBIS
2022,6,26,KIND
2023,3,29,KMOB
2022,2,26,KSHV
2023,5,26,KICX
2022,8,29,KDVN
2022,5,21,TTPA
2022,4,7,KDLH
2022,6,29,KYUX
2023,12,28,PHKM
2022,8,22,KRLX
2022,4,20,TDTW
2023,11,20,TOKC
2023,1,6,KENX
2022,10,17,KIND
2022,7,27,KTBW
2022,11,13,RKJK
2023,3,7,KRIW
2023,1,25,KLWX
2022,5,20,KEYX
2022,9,20,TPHX
2022,4,3,KFFC
2023,7,6,KEVX
2023,3,4,KFSX
2022,8,11,KFFC
2022,3,13,KPBZ
2023,12,19,KGGW
2023,12,26,KEVX
2023,10,29,KAMA
2022,1,23,TMDW
2023,2,22,TCLT
2023,10,10,KHNX
2022,8,15,TSLC
2023,11,27,KCLX
2023,5,27,KVAX
2022,4,10,KGRB
2023,12,3,KCBX
2022,6,17,KATX
2022,1,15,TCMH
2022,11,27,KLIX
2023,5,27,KMLB
2022,12,23,KBHX
2023,6,7,KHNX
2022,2,22,TMKE
2022,8,4,KLOT
2023,9,25,KABR
2023,3,8,KCBW
2022,11,24,RKJK
2022,9,24,KRGX
2023,10,21,TPBI
2023,7,1,TIAH
2022,11,28,KMSX
2022,8,24,KOTX
2023,10,10,PAHG
2022,5,6,KESX
2023,12,23,KGGW
2022,3,22,KPOE
2022,10,21,KIND
2023,11,25,KCXX
2023,8,16,KNKX
2023,4,8,THOU
2022,7,1,KEVX
2022,7,18,TDAL
2022,6,28,KRGX
2022,6,4,KFSX
2022,11,22,KSGF
2023,4,30,KPDT
2022,4,11,KOTX
2022,7,18,KHTX
2022,7,5,KVWX
2023,2,5,KSHV
2023,3,2,KMBX
2022,8,13,KTLH
2023,5,24,PHMO
2022,11,16,TDTW
2022,11,28,LPLA
2023,1,13,KMOB
2023,3,10,KLVX
2023,1,5,PAEC
2022,4,15,KNKX
2022,3,21,KFWS
2023,6,26,KUEX
2022,5,22,KBIS
2022,9,31,TICH
2022,3,29,KAMA
2022,5,28,TBNA
2023,3,28,TJBQ
2022,2,18,TBWI
2023,2,13,TMDW
2023,2,28,TLVE
2023,12,20,KCRP
2022,10,12,TLAS
2022,10,10,KICX
2022,3,28,TORD
2022,10,9,KSOX
2023,3,28,TDAL
2022,11,29,PAKC
2022,9,29,KSJT
2023,4,7,KAMA
2022,11,15,KUDX
2023,5,27,KTYX
2023,9,15,LPLA
2022,2,17,TMIA
2022,12,2,KDDC
2022,12,22,KCRP
2022,8,6,TCLT
2022,6,15,TMCO
2022,2,14,KCBX
2022,8,7,PHKI
2023,12,22,TPBI
2023,3,25,KOKX
2022,6,12,KTLH
2022,12,6,KGLD
2022,8,5,TBNA
2023,4,28,TIDS
2022,1,28,KPAH
2022,8,22,TDTW
2023,4,9,KCAE
2023,10,14,KCBX
2023,3,23,KFDX
2022,1,30,TPHL
2023,10,11,KTBW
2023,3,16,TMSY
2023,8,28,TCLT
2023,9,21,KRGX
2023,2,2,KBLX
2022,9,1,KDTX
2022,3,28,KYUX
2022,4,28,KPUX
2023,2,19,KRIW
2023,6,10,LPLA
2023,9,8,KMHX
2022,8,5,TJRV
2023,11,1,KSRX
2023,2,26,KSJT
2023,6,4,KABX
2022,9,19,KTWX
2022,2,25,KPAH
2023,4,5,KTYX
2022,6,7,KPAH
2022,6,14,KRIW
2022,5,25,KBLX
2022,10,11,KPUX
2022,4,8,TCVG
2023,3,12,KSGF
2022,11,8,KTYX
2022,3,29,TBNA
2023,2,23,KCBW
2022,7,27,KTLX
2022,5,30,TSLC
2022,11,9,KDYX
2023,11,1,KMBX
2023,2,23,KBBX
2022,12,25,TIAH
2023,11,24,KARX
2022,9,3,RKSG
2022,3,28,KLVX
2022,4,16,KVTX
2022,6,16,KEAX
2023,10,25,KFCX
2023,11,22,KDTX
2023,11,3,KBRO
2023,2,26,TCVG
2023,2,14,KPBZ
2022,8,23,KVTX
2023,9,5,TTUL
2022,11,21,KJAX
2023,12,28,KIWX
2022,5,4,KRIW
2022,9,11,KLGX
2023,12,1,TLAS
2023,10,29,KEWX
2022,7,4,TMSP
2023,5,31,KLTX
2022,3,8,KHPX
2022,5,28,KHPX
2023,3,26,TTUL
2023,8,6,TCVG
2022,7,2,KPUX
2023,8,17,PHWA
2023,11,8,KIWA
2022,3,1,KVTX
2023,11,10,TJBQ
2022,8,30,KGGW
2022,12,15,TCLT
2022,2,25,KPUX
2022,7,7,KMTX
2023,6,15,KCAE
2023,8,4,KRIW
2023,8,17,KIWX
2022,3,14,KHPX
2022,6,4,KBIS
2023,12,1,TDAL
2023,6,1,KEYX
2022,7,2,TSTL
2023,4,27,KBLX
2023,5,31,TDAL
2023,11,7,KMKX
2022,5,1,KLNX
2023,5,25,PHMO
2023,3,26,KTFX
2022,3,22,KBGM
2022,11,27,PAPD
2022,4,3,KRGX
2022,6,19,KHNX
2023,2,25,KEPZ
2022,8,4,KBHX
2023,1,25,KRIW
2022,2,28,KEYX